year,ageGroup,clubCode,teamName,teamCode,rank,npsPoints,clubPoints
2025,18,gpontfl,GP 18 Rox,g18gpont1fl,55,505,46
2025,18,otbvafl,OTVA- FL 18 - 2,g18otbva2fl,55,505,46
2025,18,alliagl,1st Alliance VBC- IL 18 - 2,g18allia2gl,58,500,43
2025,18,ievbcgl,Illini Elite 18 - 1,g18ievbc1gl,58,500,43
2025,18,starspm,Stars VBC 18 - 1,g18stars1pm,58,500,43
2025,18,aperfls,Austin Performance 18 - 1,g18aperf1ls,61,495,40
2025,18,forzasc,Forza1- CA 18 - 1,g18forza1sc,62,490,39
2025,18,sealbsc,Seal Beach VBC- CA 18 - 1,g18sealb1sc,62,490,39
2025,18,trnglcr,Triangle VBC 18 - 1,g18trngl1cr,62,490,39
2025,18,nonamfl,No Name- FL 18 - 1,g18nonam1fl,65,487,36
2025,18,a4volsc,A4 VBC - CA 18 - 1,g18a4vol1sc,66,485,35
2025,18,mnselno,MN Select- MN 18 - 1,g18mnsel1no,66,485,35
2025,18,tstrtsc,Tstreet Volleyball Club 18 - 1,g18tstrt1sc,66,485,35
2025,18,alamols,Alamo VBA 18 - 1,g18alamo1ls,69,480,32
2025,18,rvjrsod,Coastal RVJ - VA 18 - 1,g18rvjrs1od,69,480,32
2025,18,kairono,Kairos VBC - SD 18 - 1,g18kairo1no,69,480,32
2025,18,legacsc,Legacy VBC - SCa 18 - 1,G18legac1sc,69,480,32
2025,18,premrov,Premier VBC - OH 18 - 1,g18premr1ov,69,480,32
2025,18,tpfepsu,Texas Performance 18 - 1,g18tpfep1su,69,480,32
2025,18,kokrono,Kokoro Volleyball 18 - 1,g18kokro1no,75,477,26
2025,18,clubvim,Club V 18 - 2,g18clubv2im,76,475,25
2025,18,ktvbcso,K2 18 - 1,g18ktvbc1so,76,475,25
2025,18,akivapr,KIVA- KY 18 - 2,g18akiva2pr,76,475,25
2025,18,revolaz,Revolution - AZ 18 - 1,g18revol1az,76,475,25
2025,18,threefl,305 VBC - FL 18 - 1,g18three1fl,80,470,21
2025,18,ncvbacr,Academy - NC 18 - 1,g18ncvba1cr,80,470,21
2025,18,advergl,Adversity VBC - IL 18 - 1,g18adver1gl,80,470,21
2025,18,tmdynha,Dynasty VB- KS 18 - 1,g18tmdyn1ha,80,470,21
2025,18,skylnfl,Jax's Skyline VBC - FL 18 - 1,g18skyln1fl,80,470,21
2025,18,mavaspr,MidAmerica VBA- KY 18 - 1,g18mavas1pr,80,470,21
2025,18,opuvbfl,Ocala Power VBA- FL 18 - 1,g18opuvb1fl,80,470,21
2025,18,op2vbok,Oklahoma Peak Performance 18 - 1,g18op2vb1ok,80,470,21
2025,18,parvbch,Paramount Vbc 18 - 1,g18parvb1ch,80,470,21
2025,18,pwrpxia,Power Plex VBC- IA 18 - 1,g18pwrpx1ia,89,465,12
2025,18,vejvbch,VA Elite 18 - 1,g18vejvb1ch,89,465,12
2025,18,fmvbcde,501 Volley - AR 18 - 1,g18fmvbc1de,91,460,10
2025,18,excelnt,Excel Volleyball Club 18 - 2,g18excel2nt,91,460,10
2025,18,mivbalk,MVA - MI 18 - 1,g18mivba1lk,91,460,10
2025,18,sunshsc,Sunshine VBC- CA 18 - 1,g18sunsh1sc,91,460,10
2025,18,modvbgl,MOD Elite G18 Blue (GL) (10),g18modvb1gl,95,457,6
2025,18,bakvcsc,Bakersfield VBC - CA 18 - 1,g18bakvc1sc,96,455,5
2025,18,motvpbg,Motion Volleyball Program 18 - 1,g18motvp1bg,96,455,5
2025,18,premrgp,Premier - NE Volleyball 18 - 2,g18premr2gp,96,455,5
2025,18,vcutdgl,VC United - IL 18 - 1,g18vcutd1gl,96,455,5
